var_a,var_b,rho,p_value,n_pairs,significant_uncorrected,significant_fdr
age_years,bus_factor_no_bots,0.2717,0.044804,55,True,False
age_years,bus_factor,0.2685,0.047453,55,True,False
hhi_no_bots,network_density,0.3144,0.054541,38,False,False
total_commits,burstiness_cv,-0.2599,0.055344,55,False,False
total_commits,stale_issue_ratio,-0.3306,0.056148,34,False,False
total_commits,median_pr_review_turnaround_hours,-0.2952,0.072001,38,False,False
change_request_acceptance_ratio,median_pr_review_turnaround_hours,-0.2942,0.07303,38,False,False
num_developers,median_time_to_first_response_issues_hours,-0.3195,0.079766,31,False,False
stars,burstiness_cv,-0.2365,0.082091,55,False,False
total_commits,bus_factor_no_bots,0.2341,0.085429,55,False,False
age_years,burstiness_cv,-0.2334,0.08642,55,False,False
burstiness_cv,median_time_to_first_response_issues_hours,0.303,0.097529,31,False,False
stale_issue_ratio,core_contributor_count,-0.2789,0.110216,34,False,False
num_developers,burstiness_cv,-0.2169,0.111769,55,False,False
age_years,stale_issue_ratio,-0.2721,0.11958,34,False,False
num_developers,network_density,-0.2507,0.128969,38,False,False
health_percentage,change_request_acceptance_ratio,0.2129,0.141942,49,False,False
bus_factor,change_request_acceptance_ratio,-0.2109,0.145817,49,False,False
herfindahl_hirschman_index,stale_issue_ratio,0.2535,0.147978,34,False,False
num_developers,median_pr_review_turnaround_hours,-0.2318,0.161487,38,False,False
stars,hhi_no_bots,-0.1911,0.162125,55,False,False
forks,stale_issue_ratio,-0.239,0.173477,34,False,False
total_commits,bus_factor,0.1861,0.173796,55,False,False
health_percentage,core_contributor_count,0.1774,0.194982,55,False,False
forks,hhi_no_bots,-0.177,0.196118,55,False,False
total_commits,core_contributor_count,0.1717,0.210143,55,False,False
bus_factor_no_bots,change_request_acceptance_ratio,-0.1803,0.215099,49,False,False
hhi_no_bots,median_pr_review_turnaround_hours,0.2047,0.217734,38,False,False
stars,stale_issue_ratio,-0.2056,0.243516,34,False,False
herfindahl_hirschman_index,network_density,0.1862,0.263062,38,False,False
total_commits,change_request_acceptance_ratio,-0.161,0.269001,49,False,False
median_pr_review_turnaround_hours,core_contributor_count,-0.1796,0.280717,38,False,False
age_years,core_contributor_count,0.1395,0.309619,55,False,False
median_time_to_first_response_issues_hours,core_contributor_count,-0.1879,0.3114,31,False,False
stars,network_density,-0.1684,0.312252,38,False,False
stale_issue_ratio,change_request_acceptance_ratio,-0.1773,0.323647,33,False,False
stars,median_pr_review_turnaround_hours,0.159,0.340325,38,False,False
stars,health_percentage,0.1299,0.344589,55,False,False
stale_issue_ratio,network_density,0.1953,0.349513,25,False,False
burstiness_cv,stale_issue_ratio,0.1613,0.362184,34,False,False
stars,bus_factor_no_bots,0.1203,0.381649,55,False,False
herfindahl_hirschman_index,health_percentage,0.1126,0.41301,55,False,False
num_developers,health_percentage,0.1109,0.420217,55,False,False
stale_issue_ratio,health_percentage,-0.1278,0.47146,34,False,False
health_percentage,median_pr_review_turnaround_hours,-0.1188,0.477603,38,False,False
stale_issue_ratio,median_time_to_first_response_issues_hours,0.1296,0.511009,28,False,False
stars,bus_factor,0.0896,0.515208,55,False,False
forks,burstiness_cv,-0.0894,0.516374,55,False,False
forks,bus_factor_no_bots,0.0888,0.519052,55,False,False
burstiness_cv,health_percentage,-0.0882,0.522003,55,False,False
total_commits,network_density,0.1046,0.5319,38,False,False
burstiness_cv,change_request_acceptance_ratio,0.0898,0.539466,49,False,False
age_years,change_request_acceptance_ratio,-0.087,0.55226,49,False,False
stars,change_request_acceptance_ratio,0.0818,0.576355,49,False,False
bus_factor_no_bots,burstiness_cv,-0.0711,0.606053,55,False,False
burstiness_cv,core_contributor_count,-0.0689,0.617056,55,False,False
forks,median_pr_review_turnaround_hours,0.0832,0.619556,38,False,False
bus_factor_no_bots,median_pr_review_turnaround_hours,-0.0805,0.631063,38,False,False
total_commits,health_percentage,-0.0618,0.654093,55,False,False
age_years,median_pr_review_turnaround_hours,0.075,0.654631,38,False,False
age_years,network_density,-0.0706,0.673489,38,False,False
health_percentage,network_density,-0.0691,0.679958,38,False,False
forks,bus_factor,0.0551,0.689537,55,False,False
hhi_no_bots,change_request_acceptance_ratio,0.0554,0.70557,49,False,False
bus_factor,health_percentage,-0.0499,0.717633,55,False,False
bus_factor,median_pr_review_turnaround_hours,-0.0605,0.71843,38,False,False
num_developers,change_request_acceptance_ratio,-0.0456,0.755588,49,False,False
forks,network_density,-0.0518,0.757524,38,False,False
hhi_no_bots,health_percentage,-0.0393,0.775711,55,False,False
forks,change_request_acceptance_ratio,0.0408,0.780812,49,False,False
age_years,median_time_to_first_response_issues_hours,0.05,0.789381,31,False,False
burstiness_cv,hhi_no_bots,0.0341,0.804994,55,False,False
change_request_acceptance_ratio,core_contributor_count,0.0359,0.806596,49,False,False
herfindahl_hirschman_index,median_time_to_first_response_issues_hours,0.0452,0.809371,31,False,False
median_pr_review_turnaround_hours,network_density,0.0362,0.829159,38,False,False
bus_factor_no_bots,median_time_to_first_response_issues_hours,-0.0394,0.833143,31,False,False
burstiness_cv,median_pr_review_turnaround_hours,0.0333,0.842758,38,False,False
change_request_acceptance_ratio,median_time_to_first_response_issues_hours,-0.0248,0.894601,31,False,False
median_time_to_first_response_issues_hours,network_density,-0.0267,0.894975,27,False,False
change_request_acceptance_ratio,network_density,-0.0211,0.899806,38,False,False
herfindahl_hirschman_index,change_request_acceptance_ratio,0.0164,0.9107,49,False,False
bus_factor,median_time_to_first_response_issues_hours,0.0207,0.912199,31,False,False
bus_factor_no_bots,health_percentage,0.0125,0.927601,55,False,False
bus_factor,burstiness_cv,-0.0091,0.947388,55,False,False
age_years,health_percentage,-0.0077,0.955375,55,False,False
hhi_no_bots,median_time_to_first_response_issues_hours,-0.0101,0.957077,31,False,False
burstiness_cv,network_density,0.0069,0.967048,38,False,False
burstiness_cv,herfindahl_hirschman_index,-0.004,0.977114,55,False,False
herfindahl_hirschman_index,median_pr_review_turnaround_hours,0.0027,0.98699,38,False,False
